id,trn,n_trn
tri01685,IRCT20200418047122N1,1
tri01686,IRCT20200418047121N2,1
tri01687,IRCT20140407017169N2,1
tri01688,IRCT20200329046892N1,1
tri01689,IRCT20080901001165N48,1
tri01690,IRCT20151222025660N2,1
tri01691,IRCT20200420047147N1,1
tri01692,IRCT20200421047155N1,1
tri01693,IRCT20080901001165N49,1
tri01694,IRCT20200422047168N1,1
tri01695,IRCT20200408046990N2,1
tri01696,IRCT20180114038350N3,1
tri01697,IRCT20200426047206N1,1
tri01698,IRCT20120215009014N353,1
tri01699,IRCT20140305016852N4,1
tri01700,IRCT20180425039414N2,1
tri01701,IRCT20200427047215N1,1
tri01702,IRCT20121216011763N46,1
tri01703,IRCT20200426047212N1,1
tri01704,IRCT20080901001165N50,1
tri01705,IRCT20080901001165N51,1
tri01706,IRCT20200418047121N1,1
tri01707,IRCT20150808023559N21,1
tri01708,IRCT20200501047258N1,1
tri01709,IRCT20131129015584N2,1
tri01710,IRCT20080901001165N52,1
tri01711,IRCT20160706028815N5,1
tri01712,IRCT20171213037866N2,1
tri01713,IRCT20200326046868N1,1
tri01714,IRCT20200508047346N1,1
tri01715,IRCT20120215009014N354,1
tri01716,KCT0005005,1
tri01717,KCT0005003,1
tri01718,JPRN-UMIN000039873,1
tri01719,JPRN-UMIN000040162,1
tri01720,JPRN-UMIN000040193,1
tri01721,JPRN-UMIN000040211,1
tri01722,JPRN-UMIN000040235,1
tri01723,JPRN-UMIN000040250,1
tri01724,JPRN-UMIN000040278,1
tri01725,JPRN-UMIN000040286,1
tri01726,JPRN-UMIN000040289,1
tri01727,JPRN-UMIN000040295,1
tri01728,JPRN-UMIN000040335,1
tri01729,JPRN-UMIN000040401,1
tri01730,CTRI/2020/03/024402,1
tri01731,CTRI/2020/04/024442,1
tri01732,CTRI/2020/04/024413,1
tri01733,CTRI/2020/04/024473,1
tri01734,CTRI/2020/04/024479,1
tri01735,CTRI/2020/04/024636,1
tri01736,CTRI/2020/04/024659,1
tri01737,CTRI/2020/04/024697,1
tri01738,CTRI/2020/04/024731,1
tri01739,CTRI/2020/04/024729,1
tri01740,CTRI/2020/04/024772,1
tri01741,CTRI/2020/04/024747,1
tri01742,CTRI/2020/04/024775,1
tri01743,CTRI/2020/04/024749,1
tri01744,CTRI/2020/04/024806,1
tri01745,CTRI/2020/04/024804,1
tri01746,CTRI/2020/04/024776,1
tri01747,CTRI/2020/04/024784,1
tri01748,CTRI/2020/04/024805,1
tri01749,CTRI/2020/04/024833,1
tri01750,CTRI/2020/04/024846,1
tri01751,CTRI/2020/04/024857,1
tri01752,CTRI/2020/04/024859,1
tri01753,CTRI/2020/04/024858,1
tri01754,CTRI/2020/04/024882,1
tri01755,CTRI/2020/04/024904,1
tri01756,CTRI/2020/04/024883,1
tri01757,CTRI/2020/04/024914,1
tri01758,CTRI/2020/04/024915,1
tri01759,CTRI/2020/04/024948,1
tri01760,CTRI/2020/04/024949,1
tri01761,CTRI/2020/04/024947,1
tri01762,CTRI/2020/05/024967,1
tri01763,CTRI/2020/05/024959,1
tri01764,CTRI/2020/05/024969,1
tri01765,CTRI/2020/05/024962,1
tri01766,CTRI/2020/05/024981,1
tri01767,CTRI/2020/05/024982,1
tri01768,CTRI/2020/05/024983,1
tri01769,CTRI/2020/05/024984,1
tri01770,CTRI/2020/05/025010,1
tri01771,CTRI/2020/05/024989,1
tri01772,CTRI/2020/05/024986,1
tri01773,CTRI/2020/05/025013,1
tri01774,CTRI/2020/05/025022,1
tri01775,CTRI/2020/05/025067,1
tri01776,CTRI/2020/05/025041,1
tri01777,CTRI/2020/05/025049,1
tri01778,CTRI/2020/05/025069,1
tri01779,CTRI/2020/05/025070,1
tri01780,CTRI/2020/05/025068,1
tri01781,CTRI/2020/05/025071,1
tri01782,CTRI/2020/05/025088,1
tri01783,CTRI/2020/05/025089,1
tri01784,CTRI/2020/05/025093,1
tri01785,CTRI/2020/05/025092,1
tri01786,CTRI/2020/05/025091,1
tri01787,CTRI/2020/05/025114,1
tri01788,CTRI/2020/05/025156,1
tri01789,CTRI/2020/05/025162,1
tri01790,CTRI/2020/05/025161,1
tri01791,CTRI/2020/05/025166,1
tri01792,CTRI/2020/05/025178,1
tri01793,CTRI/2020/05/025167,1
tri01794,CTRI/2020/05/025171,1
tri01795,NCT04273321,1
tri01796,NCT04278963,1
tri01797,NCT04310865,1
tri01798,NCT04322396,1
tri01799,NCT04334512,1
tri01800,NCT04335084,1
tri01801,NCT04340219,1
tri01802,NCT04340544,1
tri01803,NCT04344015,1
tri01804,NCT04346147,1
tri01805,NCT04346199,1
tri01806,NCT04347915,1
tri01807,NCT04353323,1
tri01808,NCT04354389,1
tri01809,NCT04355871,1
tri01810,NCT04356690,1
tri01811,NCT04365985,1
tri01812,NCT04366271,1
tri01813,NCT04370821,1
tri01814,NCT04372056,1
tri01815,NCT04373135,1
tri01816,NCT04375046,1
tri01817,NCT04375709,1
tri01818,NCT04376476,1
tri01819,NCT04377490,1
tri01820,NCT04377607,1
tri01821,NCT04378686,1
tri01822,NCT04379271,1
tri01823,NCT04379453,1
tri01824,NCT04379492,1
tri01825,NCT04379544,1
tri01826,NCT04380376,1
tri01827,NCT04380688,1
tri01828,NCT04380714,1
tri01829,NCT04380727,1
tri01830,NCT04380766,1
tri01831,NCT04380779,1
tri01832,NCT04380792,1
tri01833,NCT04380909,1
tri01834,NCT04380935,1
tri01835,NCT04380987,1
tri01836,NCT04381000,1
tri01837,NCT04381052,1
tri01838,NCT04381273,1
tri01839,NCT04381286,1
tri01840,NCT04381312,1
tri01841,NCT04381338,1
tri01842,NCT04381364,1
tri01843,NCT04381377,1
tri01844,NCT04381819,1
tri01845,NCT04381858,1
tri01846,NCT04381871,1
tri01847,NCT04382092,1
tri01848,NCT04382131,1
tri01849,NCT04382196,1
tri01850,NCT04382235,1
tri01851,NCT04382469,1
tri01852,NCT04382534,1
tri01853,NCT04382560,1
tri01854,NCT04382625,1
tri01855,NCT04382729,1
tri01856,NCT04382755,1
tri01857,NCT04382781,1
tri01858,NCT04382846,1
tri01859,NCT04382924,1
tri01860,NCT04383002,1
tri01861,NCT04383574,1
tri01862,NCT04383587,1
tri01863,NCT04383626,1
tri01864,NCT04383652,1
tri01865,NCT04383886,1
tri01866,NCT04384029,1
tri01867,NCT04384250,1
tri01868,NCT04384380,1
tri01869,NCT04384419,1
tri01870,NCT04384471,1
tri01871,NCT04384549,1
tri01872,NCT04384588,1
tri01873,NCT04385212,1
tri01874,NCT04385576,1
tri01875,NCT04278404,1
tri01876,NCT04307459,1
tri01877,NCT04311398,1
tri01878,NCT04323644,1
tri01879,NCT04324684,1
tri01880,NCT04328961,1
tri01881,NCT04331886,1
tri01882,NCT04334148,1
tri01883,NCT04335097,1
tri01884,NCT04335162,1
tri01885,NCT04339998,1
tri01886,NCT04340050,1
tri01887,NCT04340349,1
tri01888,NCT04341415,1
tri01889,NCT04342728,1
tri01890,NCT04344002,1
tri01891,NCT04344119,1
tri01892,NCT04345159,1
tri01893,NCT04347538,1
tri01894,NCT04350476,1
tri01895,NCT04352348,1
tri01896,NCT04352751,1
tri01897,NCT04352933,1
tri01898,NCT04353206,1
tri01899,NCT04354259,1
tri01900,NCT04354831,1
tri01901,NCT04355624,1
tri01902,NCT04357431,1
tri01903,NCT04357457,1
tri01904,NCT04358029,1
tri01905,NCT04361565,1
tri01906,NCT04362085,1
tri01907,NCT04362930,1
tri01908,NCT04363333,1
tri01909,NCT04364009,1
tri01910,NCT04364698,1
tri01911,NCT04364802,1
tri01912,NCT04365166,1
tri01913,NCT04365257,1
tri01914,NCT04365335,1
tri01915,NCT04365517,1
tri01916,NCT04365725,1
tri01917,NCT04367077,1
tri01918,NCT04368221,1
tri01919,NCT04378712,1
tri01920,NCT04378777,1
tri01921,NCT04378920,1
tri01922,NCT04379076,1
tri01923,NCT04379258,1
tri01924,NCT04380896,1
tri01925,NCT04381988,1
tri01926,NCT04382391,1
tri01927,NCT04383470,1
tri01928,NCT04384042,1
tri01929,NCT04384614,1
tri01930,NCT04384731,1
tri01931,NCT04384887,1
tri01932,NCT04384900,1
tri01933,NCT04384926,1
tri01934,NCT04385017,1
tri01935,NCT04385043,1
tri01936,NCT04385069,1
tri01937,NCT04385095,1
tri01938,NCT04385108,1
tri01939,NCT04385121,1
tri01940,NCT04385199,1
tri01941,NCT04385264,1
tri01942,NCT04385771,1
tri01943,NCT04385797,1
tri01944,NCT04385823,1
tri01945,NCT04385914,1
tri01946,NCT04386044,1
tri01947,NCT04386070,1
tri01948,NCT04386083,1
tri01949,NCT04386109,1
tri01950,NCT04386239,1
tri01951,NCT04386395,1
tri01952,NCT04386460,1
tri01953,NCT04386512,1
tri01954,NCT04386551,1
tri01955,NCT04386564,1
tri01956,NCT04386759,1
tri01957,NCT04387279,1
tri01958,NCT04387292,1
tri01959,NCT04387643,1
tri01960,NCT04387786,1
tri01961,NCT04387929,1
tri01962,NCT04387955,1
tri01963,NCT04387968,1
tri01964,NCT04388410,1
tri01965,NCT04388579,1
tri01966,NCT04388605,1
tri01967,NCT04388644,1
tri01968,NCT04388657,1
tri01969,NCT04388670,1
tri01970,NCT04389294,1
tri01971,NCT04389320,1
tri01972,NCT04389359,1
tri01973,NCT04389671,1
tri01974,NCT04390139,1
tri01975,NCT04390165,1
tri01976,NCT04390178,1
tri01977,NCT04390191,1
tri01978,NCT04394039,1
tri01979,ACTRN12620000445976,1
tri01980,ACTRN12620000580976,1
tri01981,ACTRN12620000588998,1
tri01982,ACTRN12620000571976,1
tri01983,ACTRN12620000575932,1
tri01984,ACTRN12620000579998,1
tri01985,ACTRN12620000590965,1
tri01986,ISRCTN40580903,1
tri01987,ISRCTN85216856,1
tri01988,ISRCTN44152751,1
tri01989,ChiCTR2000033200,1
tri01990,ChiCTR2000033198,1
tri01991,ChiCTR2000033197,1
tri01992,ChiCTR2000033190,1
tri01993,ChiCTR2000033186,1
tri01994,ChiCTR2000033133,1
tri01995,ChiCTR2000033108,1
tri01996,ChiCTR2000033107,1
tri01997,ChiCTR2000033105,1
tri01998,ChiCTR2000033104,1
tri01999,ChiCTR2000033057,1
tri02000,ChiCTR2000033056,1
tri02001,ChiCTR2000033055,1
tri02002,ChiCTR2000033054,1
tri02003,ChiCTR2000033053,1
tri02004,ChiCTR2000033052,1
tri02005,ChiCTR2000033050,1
tri02006,ChiCTR2000033049,1
tri02007,EUCTR2020-001805-21,1
tri02008,EUCTR2020-001614-38,1
tri02009,EUCTR2020-001770-30,1
tri02010,EUCTR2020-001995-13,1
tri02011,EUCTR2020-002274-28,1
tri02012,EUCTR2020-001704-42,1
tri02013,NCT04275388,1
tri02014,NCT04313127,1
tri02015,NCT04321993,1
tri02016,NCT04322565,1
tri02016,EUCTR2020-001258-23,2
tri02017,NCT04325893,1
tri02018,NCT04326387,1
tri02019,NCT04328129,1
tri02020,NCT04334252,1
tri02021,NCT04338932,1
tri02022,NCT04340921,1
tri02023,NCT04341389,1
tri02024,NCT04341935,1
tri02025,NCT04342182,1
tri02026,NCT04352699,1
tri02027,NCT04352842,1
tri02028,NCT04358783,1
tri02029,NCT04359537,1
tri02030,NCT04361253,1
tri02031,NCT04363346,1
tri02032,NCT04363502,1
tri02033,NCT04366960,1
tri02033,EUCTR2020-001708-41,2
tri02034,NCT04367831,1
tri02035,NCT04370782,1
tri02036,NCT04370808,1
tri02037,NCT04371952,1
tri02038,NCT04372979,1
tri02039,NCT04374513,1
tri02040,NCT04375124,1
tri02041,NCT04377685,1
tri02042,NCT04377724,1
tri02043,NCT04377789,1
tri02044,NCT04388436,1
tri02045,NCT04388631,1
tri02046,NCT04388683,1
tri02047,NCT04389333,1
tri02048,NCT04389372,1
tri02049,NCT04389385,1
tri02050,NCT04389463,1
tri02051,NCT04389645,1
tri02052,NCT04389658,1
tri02053,NCT04389684,1
tri02054,NCT04389801,1
tri02055,NCT04389944,1
tri02056,NCT04390061,1
tri02057,NCT04390152,1
tri02058,NCT04390217,1
tri02059,NCT04390269,1
tri02060,NCT04390412,1
tri02061,NCT04390464,1
tri02062,NCT04390477,1
tri02063,NCT04390503,1
tri02064,NCT04390555,1
tri02065,NCT04391400,1
tri02066,NCT04391686,1
tri02067,NCT04391712,1
tri02068,NCT04391829,1
tri02069,NCT04391881,1
tri02070,NCT04391920,1
tri02071,NCT04391946,1
tri02072,NCT04392089,1
tri02073,NCT04392141,1
tri02074,NCT04392245,1
tri02075,NCT04392323,1
tri02076,NCT04392388,1
tri02077,NCT04392401,1
tri02078,NCT04392427,1
tri02079,NCT04392453,1
tri02080,NCT04392713,1
tri02081,NCT04392778,1
tri02082,NCT04393961,1
tri02083,NCT04394000,1
tri02084,NCT04394026,1
tri02085,NCT04394169,1
tri02086,NCT04394182,1
tri02087,NCT04394195,1
tri02088,NCT04394208,1
tri02089,NCT04395833,1
tri02090,NCT04259892,1
tri02091,NCT04306393,1
tri02091,EUCTR2020-001490-68,2
tri02092,NCT04318314,1
tri02093,NCT04336761,1
tri02094,NCT04337346,1
tri02095,NCT04338828,1
tri02096,NCT04338945,1
tri02097,NCT04341675,1
tri02098,NCT04342637,1
tri02099,NCT04342663,1
tri02100,NCT04347681,1
tri02101,NCT04347928,1
tri02102,NCT04348240,1
tri02103,NCT04350736,1
tri02104,NCT04351399,1
tri02105,NCT04351633,1
tri02106,NCT04353011,1
tri02107,NCT04354714,1
tri02108,NCT04355143,1
tri02109,NCT04355533,1
tri02110,NCT04355897,1
tri02111,NCT04358081,1
tri02112,NCT04360837,1
tri02113,NCT04361214,1
tri02114,NCT04361344,1
tri02115,NCT04362189,1
tri02116,NCT04365153,1
tri02117,NCT04365348,1
tri02118,NCT04365361,1
tri02119,NCT04365764,1
tri02120,NCT04368000,1
tri02121,NCT04368845,1
tri02122,NCT04372628,1
tri02123,NCT04373096,1
tri02124,NCT04374656,1
tri02125,NCT04375501,1
tri02126,NCT04376580,1
tri02127,NCT04380402,1
tri02128,NCT04383678,1
tri02129,NCT04384406,1
tri02130,NCT04384445,1
tri02131,NCT04385147,1
tri02132,NCT04386265,1
tri02133,NCT04386447,1
tri02134,NCT04387240,1
tri02135,NCT04388618,1
tri02136,NCT04390022,1
tri02137,NCT04390074,1
tri02138,NCT04391101,1
tri02139,NCT04391738,1
tri02140,NCT04392128,1
tri02141,NCT04392232,1
tri02142,NCT04393038,1
tri02143,NCT04393051,1
tri02144,NCT04393155,1
tri02145,NCT04393402,1
tri02146,NCT04393428,1
tri02147,NCT04393558,1
tri02148,NCT04393727,1
tri02149,NCT04393792,1
tri02150,NCT04393805,1
tri02151,NCT04393818,1
tri02152,NCT04393974,1
tri02153,NCT04394013,1
tri02154,NCT04394390,1
tri02155,NCT04394403,1
tri02156,NCT04394429,1
tri02157,NCT04394442,1
tri02158,NCT04395144,1
tri02159,NCT04395456,1
tri02160,NCT04395664,1
tri02161,NCT04395742,1
tri02162,NCT04395755,1
tri02163,NCT04395768,1
tri02164,NCT04395794,1
tri02165,NCT04395885,1
tri02166,NCT04395911,1
tri02167,NCT04395976,1
tri02168,NCT04396106,1
tri02169,NCT04396197,1
tri02170,NCT04396210,1
tri02171,NCT04396314,1
tri02172,NCT04396600,1
tri02173,NCT04397172,1
tri02174,NCT04397237,1
tri02175,NCT04397328,1
tri02176,NCT04397380,1
tri02177,NCT04397523,1
tri02178,NCT04397588,1
tri02179,NCT04397614,1
tri02180,NCT04397666,1
tri02181,NCT04397705,1
tri02182,NCT04397822,1
tri02183,NCT04397835,1
tri02184,NCT04397848,1
tri02185,NCT04398264,1
tri02186,NCT04398277,1
tri02187,NCT04398290,1
tri02188,NCT04398303,1
tri02189,NCT04399746,1
tri02190,NCT04400032,1
tri02191,NCT04404634,1
tri02192,ACTRN12620000602921,1
tri02193,ACTRN12620000617965,1
tri02194,ACTRN12620000593932,1
tri02195,ACTRN12620000609954,1
tri02196,ACTRN12620000612910,1
tri02197,ChiCTR2000033433,1
tri02198,ChiCTR2000033372,1
tri02199,ChiCTR2000033364,1
tri02200,ChiCTR2000033347,1
tri02201,ChiCTR2000033346,1
tri02202,ChiCTR2000033345,1
tri02203,ChiCTR2000033342,1
tri02204,ChiCTR2000033323,1
tri02205,ChiCTR2000033320,1
tri02206,ChiCTR2000033319,1
tri02207,ChiCTR2000033318,1
tri02208,ChiCTR2000033317,1
tri02209,ChiCTR2000033286,1
tri02210,ChiCTR2000033284,1
tri02211,ChiCTR2000033261,1
tri02212,ChiCTR2000031539,1
tri02213,ChiCTR2000029479,1
tri02214,ISRCTN15254871,1
tri02215,ISRCTN13447477,1
tri02216,ISRCTN64783542,1
tri02217,ISRCTN30564012,1
tri02218,ISRCTN50212645,1
tri02219,ISRCTN44324934,1
tri02220,ISRCTN88057279,1
tri02221,ISRCTN10077335,1
tri02222,EUCTR2020-001644-25,1
tri02223,EUCTR2020-001573-78,1
tri02224,EUCTR2020-001754-21,1
tri02225,EUCTR2020-001536-98,1
tri02226,EUCTR2020-001673-75,1
tri02227,EUCTR2020-001497-30,1
tri02228,EUCTR2020-001739-28,1
tri02229,EUCTR2020-001870-32,1
tri02230,EUCTR2020-001623-13,1
tri02231,EUCTR2020-002287-31,1
tri02232,EUCTR2020-002037-15,1
tri02233,EUCTR2020-001960-28,1
tri02234,EUCTR2020-001841-38,1
tri02235,EUCTR2020-001420-34,1
tri02236,EUCTR2020-001732-10,1
tri02237,EUCTR2020-001605-23,1
tri02238,EUCTR2020-002312-43,1
tri02239,EUCTR2020-001671-32,1
tri02240,NCT03648372,1
tri02241,NCT04061382,1
tri02242,NCT04305457,1
tri02243,NCT04320511,1
tri02244,NCT04321278,1
tri02245,NCT04331600,1
tri02246,NCT04332107,1
tri02247,NCT04336956,1
tri02248,NCT04338347,1
tri02249,NCT04341766,1
tri02250,NCT04343742,1
tri02251,NCT04346693,1
tri02252,NCT04348370,1
tri02253,NCT04350450,1
tri02254,NCT04352634,1
tri02255,NCT04362995,1
tri02256,NCT04363814,1
tri02257,NCT04373811,1
tri02258,NCT04374591,1
tri02259,NCT04376658,1
tri02260,NCT04377737,1
tri02261,NCT04379375,1
tri02262,NCT04380532,1
tri02263,NCT04381351,1
tri02264,NCT04381884,1
tri02265,NCT04389996,1
tri02266,NCT04390594,1
tri02267,NCT04392869,1
tri02268,NCT04393415,1
tri02269,NCT04395105,1
tri02270,NCT04395482,1
tri02271,NCT04395781,1
tri02272,NCT04395872,1
tri02273,NCT04397497,1
tri02274,NCT04397575,1
tri02275,NCT04398004,1
tri02276,NCT04398147,1
tri02277,NCT04399109,1
tri02278,NCT04399252,1
tri02279,NCT04399356,1
tri02280,NCT04399603,1
tri02281,NCT04399681,1
tri02282,NCT04399798,1
tri02283,NCT04400006,1
tri02284,NCT04400058,1
tri02285,NCT04400305,1
tri02286,NCT04400461,1
tri02287,NCT04400799,1
tri02288,NCT04400812,1
tri02289,NCT04400838,1
tri02290,NCT04400890,1
tri02291,NCT04400929,1
tri02292,NCT04401072,1
tri02293,NCT04401098,1
tri02294,NCT04401111,1
tri02295,NCT04401124,1
tri02296,NCT04401150,1
tri02297,NCT04401202,1
tri02298,NCT04401228,1
tri02299,NCT04401241,1
tri02300,NCT04401254,1
tri02301,NCT04401371,1
tri02302,NCT04401410,1
tri02303,NCT04401423,1
tri02304,NCT04401527,1
tri02305,NCT04401540,1
tri02306,NCT04401644,1
tri02307,NCT04402203,1
tri02308,NCT04402229,1
tri02309,NCT04402814,1
tri02310,NCT04402840,1
tri02311,NCT04402983,1
tri02312,NCT04403009,1
tri02313,NCT04403035,1
tri02314,NCT04403269,1
tri02315,NCT04403438,1
tri02316,NCT04403477,1
tri02317,NCT04403555,1
tri02318,NCT04403581,1
tri02319,NCT04403906,1
tri02320,NCT04404192,1
tri02321,NCT04404218,1
tri02322,NCT04307693,1
tri02323,NCT04317040,1
tri02324,NCT04321421,1
tri02325,NCT04327206,1
tri02326,NCT04327570,1
tri02327,NCT04328467,1
tri02328,NCT04328493,1
tri02329,NCT04334629,1
tri02330,NCT04334850,1
tri02331,NCT04341610,1
tri02332,NCT04341714,1
tri02333,NCT04345289,1
tri02334,NCT04351516,1
tri02335,NCT04354428,1
tri02336,NCT04359264,1
tri02337,NCT04359693,1
tri02338,NCT04362059,1
tri02338,EUCTR2020-001886-35,2
tri02339,NCT04362150,1
tri02340,NCT04364594,1
tri02341,NCT04366115,1
tri02342,NCT04366141,1
tri02343,NCT04367337,1
tri02344,NCT04368988,1
tri02345,NCT04373200,1
tri02346,NCT04374526,1
tri02347,NCT04376879,1
tri02348,NCT04377659,1
tri02349,NCT04378582,1
tri02350,NCT04378803,1
tri02351,NCT04378842,1
tri02352,NCT04379063,1
tri02353,NCT04382417,1
tri02354,NCT04382547,1
tri02355,NCT04384497,1
tri02356,NCT04385004,1
tri02357,NCT04386291,1
tri02358,NCT04386720,1
tri02359,NCT04387890,1
tri02360,NCT04388527,1
tri02361,NCT04393324,1
tri02362,NCT04394104,1
tri02363,NCT04395391,1
tri02364,NCT04397692,1
tri02365,NCT04400448,1
tri02366,NCT04401046,1
tri02367,NCT04402892,1
tri02368,NCT04402905,1
tri02369,NCT04402918,1
tri02370,NCT04403061,1
tri02371,NCT04403243,1
tri02372,NCT04403646,1
tri02373,NCT04403672,1
tri02374,NCT04403685,1
tri02375,NCT04404062,1
tri02376,NCT04404179,1
tri02377,NCT04404244,1
tri02378,NCT04404426,1
tri02379,NCT04405102,1
tri02380,NCT04405271,1
tri02381,NCT04405310,1
tri02382,NCT04405362,1
tri02383,NCT04405492,1
tri02384,NCT04405843,1
tri02385,NCT04405869,1
tri02386,NCT04405999,1
tri02387,NCT04406038,1
tri02388,NCT04406064,1
tri02389,NCT04406090,1
tri02390,NCT04406233,1
tri02391,NCT04406246,1
tri02392,NCT04406324,1
tri02393,NCT04406389,1
tri02394,NCT04406493,1
tri02395,NCT04406532,1
tri02396,NCT04406571,1
tri02397,NCT04406688,1
tri02398,NCT04406844,1
tri02399,NCT04407221,1
tri02400,NCT04407273,1
tri02401,NCT04407286,1
tri02402,NCT04407299,1
tri02403,NCT04407429,1
tri02404,NCT04407468,1
tri02405,NCT04407507,1
tri02406,NCT04407533,1
tri02407,NCT04407598,1
tri02408,NCT04408014,1
tri02409,NCT04408027,1
tri02410,NCT04408040,1
tri02411,NCT04408222,1
tri02412,NCT04408235,1
tri02413,NCT04408365,1
tri02414,NCT04408391,1
tri02415,ACTRN12620000640909,1
tri02416,ACTRN12620000635965,1
tri02417,ACTRN12620000641998,1
tri02418,ACTRN12620000636954,1
tri02419,ACTRN12620000634976,1
tri02420,ACTRN12620000620921,1
tri02421,ChiCTR2000033627,1
tri02422,ChiCTR2000033609,1
tri02423,ChiCTR2000033580,1
tri02424,ChiCTR2000033517,1
tri02425,ChiCTR2000033514,1
tri02426,ChiCTR2000033491,1
tri02427,ISRCTN99248812,1
tri02428,ISRCTN15571919,1
tri02429,ISRCTN12107048,1
tri02430,ISRCTN11384058,1
tri02431,ISRCTN10437835,1
tri02432,ISRCTN43900695,1
tri02433,ISRCTN77353041,1
tri02434,EUCTR2020-001597-30,1
tri02435,EUCTR2020-001546-19,1
tri02436,EUCTR2020-002111-22,1
tri02437,EUCTR2020-001904-41,1
tri02438,EUCTR2020-002091-12,1
tri02439,EUCTR2020-001849-39,1
tri02440,EUCTR2020-001951-42,1
tri02441,EUCTR2015-002340-14,1
tri02442,EUCTR2020-001038-36,1
tri02443,EUCTR2020-002130-33,1
tri02444,NCT04283461,1
tri02445,NCT04292730,1
tri02445,EUCTR2020-000842-32,2
tri02446,NCT04292899,1
tri02446,EUCTR2020-000841-15,2
tri02446,ISRCTN15874265,3
tri02447,NCT04320615,1
tri02448,NCT04322123,1
tri02449,NCT04322188,1
tri02450,NCT04323228,1
tri02451,NCT04329832,1
tri02452,NCT04334967,1
tri02453,NCT04335747,1
tri02454,NCT04336345,1
tri02455,NCT04337788,1
tri02456,NCT04344509,1
tri02457,NCT04344600,1
tri02458,NCT04344951,1
tri02458,EUCTR2020-001345-38,2
tri02459,NCT04347278,1
tri02460,NCT04348214,1
tri02461,NCT04348513,1
tri02462,NCT04351243,1
tri02463,NCT04355364,1
tri02464,NCT04355442,1
tri02465,NCT04357340,1
tri02466,NCT04359407,1
tri02467,NCT04363736,1
tri02468,NCT04363827,1
tri02469,NCT04365322,1
tri02470,NCT04370210,1
tri02471,NCT04370236,1
tri02472,NCT04370886,1
tri02473,NCT04373044,1
tri02474,NCT04374461,1
tri02475,NCT04377672,1
tri02476,NCT04384965,1
tri02477,NCT04385186,1
tri02478,NCT04385849,1
tri02479,NCT04389554,1
tri02480,NCT04391179,1
tri02481,NCT04393233,1
tri02482,NCT04396067,1
tri02483,NCT04397757,1
tri02484,NCT04397796,1
tri02485,NCT04401085,1
tri02486,NCT04401475,1
tri02487,NCT04402827,1
tri02488,NCT04402879,1
tri02489,NCT04403932,1
tri02490,NCT04405544,1
tri02491,NCT04405973,1
tri02492,NCT04405986,1
tri02493,NCT04406181,1
tri02494,NCT04406545,1
tri02495,NCT04407143,1
tri02496,NCT04407169,1
tri02497,NCT04407182,1
tri02498,NCT04407195,1
tri02499,NCT04407208,1
tri02500,NCT04407260,1
tri02501,NCT04407390,1
tri02502,NCT04407494,1
tri02503,NCT04407559,1
tri02504,NCT04407663,1
tri02505,NCT04407923,1
tri02506,NCT04408131,1
tri02507,NCT04408157,1
tri02508,NCT04408170,1
tri02509,NCT04408196,1
tri02510,NCT04408209,1
tri02511,NCT04408287,1
tri02512,NCT04408378,1
tri02513,NCT04408456,1
tri02514,NCT04409184,1
tri02515,NCT04409197,1
tri02516,NCT04409327,1
tri02517,NCT04409483,1
tri02518,NCT04409509,1
tri02519,NCT04409522,1
tri02520,NCT04409535,1
tri02521,NCT04409743,1
tri02522,NCT04409821,1
tri02523,NCT04409847,1
tri02524,NCT04409873,1
tri02525,NCT04409899,1
tri02526,NCT04409951,1
tri02527,NCT04410107,1
tri02528,NCT04410263,1
tri02529,NCT04410328,1
tri02530,NCT04410458,1
tri02531,NCT04410471,1
tri02532,NCT04410510,1
tri02533,NCT04410536,1
tri02534,NCT04410549,1
tri02535,NCT04410562,1
tri02536,NCT04410692,1
tri02537,NCT04410718,1
tri02538,NCT04410939,1
tri02539,NCT04411433,1
tri02540,NCT04411511,1
tri02541,NCT04411563,1
tri02542,NCT04411602,1
tri02543,NCT04411680,1
tri02544,NCT04412226,1
tri02545,NCT04412239,1
tri02546,NCT04412343,1
tri02547,NCT04412369,1
tri02548,NCT04412382,1
tri02549,NCT04412395,1
tri02550,NCT04412460,1
tri02551,NCT04412473,1
tri02552,NCT04412486,1
tri02553,NCT04413058,1
tri02554,NCT04413877,1
tri02555,NCT04306497,1
tri02556,NCT04311697,1
tri02557,NCT04315948,1
tri02557,EUCTR2020-000936-23,2
tri02558,NCT04326114,1
tri02559,NCT04327401,1
tri02560,NCT04327505,1
tri02561,NCT04327531,1
tri02562,NCT04332081,1
tri02563,NCT04333654,1
tri02564,NCT04336410,1
tri02565,NCT04339816,1
tri02566,NCT04340479,1
tri02567,NCT04341142,1
tri02568,NCT04343092,1
tri02569,NCT04343248,1
tri02570,NCT04345276,1
tri02571,NCT04345692,1
tri02572,NCT04347512,1
tri02573,NCT04347798,1
tri02574,NCT04347824,1
tri02575,NCT04348500,1
tri02576,NCT04352985,1
tri02577,NCT04355936,1
tri02578,NCT04356482,1
tri02579,NCT04358003,1
tri02580,NCT04359511,1
tri02581,NCT04359680,1
tri02582,NCT04359901,1
tri02583,NCT04361838,1
tri02584,NCT04367870,1
tri02585,NCT04371926,1
tri02586,NCT04372589,1
tri02587,NCT04374084,1
tri02588,NCT04374786,1
tri02589,NCT04382040,1
tri02590,NCT04382066,1
tri02591,NCT04382950,1
